#{"t_start": 1748019731.112538, "env_id": "None"}
r,l,t
-87.148185,20,395.540184
-93.396758,20,395.58118
-87.314623,20,395.62261
-89.548717,20,395.666286
-87.961302,20,395.727081
-92.667706,20,395.76271
-92.856777,20,395.796657
-92.939939,20,395.840297
-88.205993,20,395.886742
-90.731346,20,395.939185
-87.199226,20,395.994491
-88.185831,20,396.036228
-89.317757,20,396.076954
-97.476422,20,396.124414
-90.826659,20,396.174568
-97.115661,20,396.216322
-87.900153,20,396.25576
-93.347883,20,396.301948
-87.156888,20,396.343226
-87.107474,20,396.380673
-87.151902,20,396.419734
-93.053787,20,396.466351
-87.132135,20,396.507779
-88.344397,20,396.555322
-87.42011,20,396.598534
-87.330852,20,396.644809
-89.032966,20,396.690845
-87.596439,20,396.734742
-87.446645,20,396.776441
-92.617095,20,396.823663
-91.546169,20,396.869462
-88.905397,20,396.917729
-87.08032,20,396.958961
-88.501787,20,401.476397
-89.67027,20,401.51486
-87.064495,20,401.552749
-89.183058,20,401.595725
-89.827586,20,401.638848
-88.654074,20,401.683316
-89.12925,20,401.723926
-90.047412,20,401.760692
-87.292746,20,401.801896
-87.307304,20,401.845316
-87.527073,20,401.889557
-87.132168,20,401.935708
-90.285183,20,401.977629
-90.987472,20,402.021138
-87.280517,20,402.063229
-87.630155,20,402.111151
-87.363599,20,402.155262
-87.336905,20,402.205029
-87.918531,20,402.248838
-87.400974,20,402.292042
-87.284393,20,402.336996
-87.125896,20,402.397017
-89.730036,20,402.434783
-87.250392,20,402.472232
-87.202934,20,402.521385
-87.195597,20,402.561847
-88.388626,20,402.604656
-87.200014,20,402.645993
-87.115545,20,402.693707
-90.027908,20,402.742854
-87.337782,20,402.780835
-91.381701,20,402.820631
-87.14877,20,402.866494
-91.531572,20,402.909924
-89.871942,20,402.95411
-90.147526,20,403.002064
-87.159536,20,403.036862
-87.177999,20,403.071031
-87.042338,20,403.110728
-90.379089,20,403.154981
-90.624538,20,403.199545
-87.814172,20,403.234601
-91.276536,20,403.272939
-87.394181,20,403.316736
-90.218532,20,403.354341
-93.345203,20,403.38974
-87.474466,20,403.42176
-87.139659,20,403.447576
-98.351069,20,403.482816
-87.118011,20,403.520444
-87.145283,20,403.569774
-87.035012,20,403.61906
-92.156363,20,403.653869
-91.431454,20,403.682505
-91.970622,20,403.71551
-87.190889,20,403.753385
-92.527806,20,403.784471
-90.33312,20,403.8098
-91.394718,20,403.851165
-88.408605,20,403.903074
-90.618614,20,403.949865
-89.741638,20,404.015842
-87.374928,20,404.066385
-91.391398,20,404.106296
-89.796486,20,404.147327
-87.061101,20,404.195674
-87.011545,20,404.239208
-87.512573,20,404.284989
-88.89968,20,404.331758
-87.209355,20,404.370888
-87.961074,20,404.415005
-93.027781,20,404.455267
-92.765689,20,404.501251
-87.058324,20,404.544792
-87.658333,20,404.592643
-87.285216,20,404.647649
-91.429272,20,404.68779
-90.515724,20,404.726099
-88.662329,20,404.769159
-92.53361,20,404.811321
-92.974403,20,404.878961
-89.439708,20,404.922478
-87.894418,20,404.96895
-88.425252,20,405.026611
-88.001632,20,405.076286
-97.186078,20,405.116597
-90.121242,20,405.156168
-90.7512,20,405.212633
-89.575741,20,405.258861
-92.58386,20,405.303563
-89.862475,20,405.342397
-90.893915,20,405.379448
-87.065703,20,405.418727
-93.123121,20,405.460852
-92.7545,20,405.498827
-98.41389,20,405.54688
-87.055024,20,405.600737
-87.710715,20,405.624817
-92.384492,20,405.683107
-87.486323,20,405.72748
-87.703427,20,405.760522
-88.616346,20,405.793464
-92.403668,20,410.31825
-87.328363,20,410.349797
-88.268566,20,410.374861
-91.759992,20,410.402688
-87.507501,20,410.42867
-89.953849,20,410.453486
-90.783426,20,410.47847
-89.500319,20,410.504899
-87.981265,20,410.530277
-88.329856,20,410.556557
-89.904994,20,410.635855
-88.154452,20,410.707161
-87.795195,20,410.734439
-96.941198,20,410.764503
-89.40978,20,410.792238
-92.265769,20,410.819433
-91.251746,20,410.84572
-88.03399,20,410.870458
-87.119098,20,410.897643
-89.398311,20,410.926737
-92.187534,20,411.154374
-87.140624,20,411.187314
-91.028394,20,411.230977
-87.148198,20,411.271693
-91.134622,20,411.308886
-98.342825,20,411.349044
-90.32383,20,411.387824
-98.109929,20,411.430509
-88.921825,20,411.472913
-87.932257,20,411.514357
-90.441407,20,411.556566
-87.892005,20,411.601834
-87.150665,20,411.644182
-89.458911,20,411.688609
-91.357604,20,411.730699
-87.209301,20,411.775149
-88.558062,20,411.816329
-90.508762,20,411.863499
-91.660331,20,411.919293
-92.315322,20,411.972207
-87.002267,20,412.018559
-87.955383,20,412.067428
-92.014998,20,412.119172
-90.271243,20,412.155806
-87.184132,20,412.192065
-89.542626,20,412.23111
-87.142746,20,412.270169
-88.856569,20,412.312617
-92.614163,20,412.356548
-87.616788,20,412.402674
-89.144842,20,412.44502
-91.097575,20,412.491656
-92.486103,20,412.53325
-87.161058,20,412.578429
-88.01671,20,412.617922
-87.605574,20,412.662715
-88.378881,20,412.706824
-87.030447,20,412.748485
-97.481768,20,412.795706
-87.129814,20,412.839007
-89.497529,20,412.881335
-87.213384,20,412.926392
-89.745427,20,412.980705
-91.620082,20,413.024582
-92.825007,20,413.067853
-97.784322,20,413.118876
-87.149252,20,413.167473
-91.946328,20,413.207924
-97.702547,20,413.253591
-91.322852,20,413.299138
-87.742133,20,413.344817
-87.070626,20,413.39811
-87.575529,20,413.442523
-88.7598,20,413.488949
-91.665477,20,413.532865
-87.875272,20,413.577381
-97.259579,20,413.619698
-87.706887,20,413.658516
-88.712038,20,413.699809
-93.023558,20,413.744732
-91.893802,20,413.78782
-87.76519,20,413.8325
-88.494052,20,413.881866
-92.314548,20,413.922943
-87.093734,20,413.973591
-87.546931,20,414.024729
-90.828685,20,414.074996
-90.533699,20,414.122737
-87.620633,20,414.176176
-92.259521,20,414.226682
-87.156151,20,414.265639
-88.27382,20,414.29787
-87.193429,20,414.336392
-88.767281,20,414.374644
-90.482624,20,414.411437
-89.040196,20,414.448881
-88.02342,20,414.488689
-88.800246,20,414.532841
-92.30707,20,414.578717
-98.301597,20,414.62626
-87.479056,20,414.673829
-93.450745,20,414.738159
-87.508497,20,414.78713
-88.842681,20,419.526051
-92.980723,20,419.564829
-87.160925,20,419.610793
-87.521111,20,419.655406
-92.491323,20,419.711797
-88.619544,20,419.755183
-87.160366,20,419.800528
-88.906019,20,419.845925
-87.367002,20,419.88981
-91.005985,20,419.931623
-87.426659,20,419.976293
-92.406361,20,420.020014
-87.48543,20,420.065451
-88.722757,20,420.105805
-87.588446,20,420.150473
-92.387532,20,420.193033
-87.206066,20,420.235981
-93.307224,20,420.282535
-87.038694,20,420.328228
-88.435998,20,420.381005
-87.241911,20,420.424303
-87.361489,20,420.465172
-98.245344,20,420.507789
-87.241059,20,420.543671
-98.18483,20,420.584837
-91.889325,20,420.622631
-87.282059,20,420.660531
-87.395993,20,420.698059
-88.089748,20,420.744481
-91.659302,20,420.796128
-87.067109,20,420.836899
-90.33143,20,420.881723
-89.850144,20,420.927434
-98.329708,20,420.970073
-90.26099,20,420.992125
-91.532141,20,421.016791
-87.086023,20,421.039721
-87.597191,20,421.064597
-89.045512,20,421.108479
-91.8479,20,421.156903
-88.936185,20,421.212824
-90.186968,20,421.34259
-90.605401,20,421.395339
-87.158162,20,421.429148
-89.334603,20,421.46486
-90.786479,20,421.497868
-89.259655,20,421.517111
-87.464238,20,421.542688
-87.290799,20,421.574669
-88.744183,20,421.603808
-87.087245,20,421.624814
-87.375047,20,421.664698
-92.761938,20,421.704806
-90.472279,20,421.751528
-91.299158,20,421.794192
-89.102377,20,421.843287
-87.281783,20,421.87859
-87.279315,20,421.909065
-91.40297,20,421.947566
-91.720139,20,421.992421
-89.072659,20,422.042045
-88.58547,20,422.084765
-90.768538,20,422.127092
-87.278254,20,422.174646
-87.920679,20,422.206369
-91.704231,20,422.240273
-87.151006,20,422.274015
-97.792928,20,422.324937
-90.403983,20,422.376281
-90.299209,20,422.422706
-88.719314,20,422.468159
-87.123037,20,422.519044
-92.722301,20,422.573975
-87.520112,20,422.609614
-88.464596,20,422.647815
-91.975258,20,422.691954
-90.622698,20,422.735555
-88.857131,20,422.776838
-87.07372,20,422.82443
-88.406034,20,422.85867
-90.731546,20,422.901245
-90.764359,20,422.942905
-87.367119,20,422.98473
-87.126912,20,423.035586
-89.841326,20,423.088632
-87.493181,20,423.122777
-87.996839,20,423.165056
-88.530331,20,423.217347
-87.189756,20,423.255881
-87.005976,20,423.294968
-87.13193,20,423.335067
-91.070232,20,423.369247
-90.149934,20,423.431093
-89.560419,20,423.466321
-87.139451,20,423.50263
-91.22745,20,423.530023
-92.058609,20,423.575719
-90.197963,20,423.624763
-89.206809,20,423.666192
-88.365064,20,423.702975
-87.134821,20,423.746293
-91.514388,20,423.786769
-88.766485,20,426.302847
-87.269499,20,426.315417
-87.137562,20,426.32973
-90.694655,20,426.339408
-87.128883,20,426.360351
-87.234488,20,426.376009
-87.176366,20,426.392066
-90.272868,20,426.405319
-87.075161,20,426.420371
-89.597275,20,426.4354
-87.775323,20,426.454257
-87.212394,20,426.481606
-87.278409,20,426.506175
-88.284895,20,426.535104
-91.378849,20,426.560454
-90.233781,20,426.585859
-90.722834,20,426.611823
-93.033826,20,426.64453
-92.004843,20,426.658335
-92.686509,20,426.673253
-87.547466,20,426.688066
-90.043256,20,426.702537
-87.787029,20,426.716602
-87.215057,20,426.733305
-90.072965,20,426.752612
-87.16083,20,426.769832
-87.252624,20,426.784424
-89.27622,20,426.799617
-90.091566,20,426.813337
-89.374926,20,426.824547
-92.900076,20,426.840157
-90.662746,20,426.853899
-93.319431,20,426.869821
-90.508678,20,426.885503
-88.515408,20,426.902847
-90.941995,20,426.930491
-88.0004,20,426.957488
-92.301559,20,426.984782
-92.259276,20,427.016876
-89.074627,20,427.049277
-88.061199,20,427.078545
-87.502148,20,427.108549
-87.245387,20,427.136072
-88.870552,20,427.160097
-87.400059,20,427.183194
-87.152032,20,427.204691
-87.220416,20,427.233223
-92.609519,20,427.259538
-91.251898,20,427.281271
-90.767308,20,427.304375
-91.635238,20,427.328631
-92.904049,20,427.353666
-92.7795,20,427.379348
-87.076246,20,427.406419
-92.516193,20,427.43547
-87.186991,20,427.462417
-88.32244,20,427.4948
-87.498731,20,427.520274
-92.743888,20,427.544995
-91.860666,20,427.56889
-91.940648,20,427.591448
-87.416114,20,427.616529
-89.198064,20,427.644238
-87.126052,20,427.674479
-87.616045,20,427.701647
-89.318871,20,427.731282
-90.002193,20,427.758961
-97.201993,20,427.782631
-87.207244,20,427.803963
-89.097503,20,427.825446
-90.876757,20,427.846171
-89.760559,20,427.867621
-87.502121,20,427.882897
-92.183891,20,427.901363
-89.519179,20,427.92085
-87.119916,20,427.939094
-89.104325,20,427.959514
-90.570141,20,427.976502
-92.28844,20,427.994286
-87.124225,20,428.008041
-88.881164,20,428.023628
-87.074012,20,428.041467
-87.041711,20,428.053144
-92.764675,20,428.064749
-87.17111,20,428.077738
-88.078637,20,428.103006
-89.734472,20,428.127352
-87.194788,20,428.155074
-88.028586,20,428.182524
-90.780944,20,428.208767
-88.923285,20,428.234438
-89.983933,20,428.259754
-90.400046,20,428.289051
-88.367856,20,428.323134
-89.627734,20,428.35079
-90.69362,20,428.379263
-89.247073,20,428.411083
-90.775547,20,428.444654
-91.568951,20,428.478043
-89.71536,20,428.507591
-87.425165,20,428.537823
-87.960196,20,428.564842
-87.303261,20,430.371401
-88.694496,20,430.384759
-92.075557,20,430.397864
-89.159543,20,430.411099
-90.941618,20,430.423269
-87.13124,20,430.437244
-89.689136,20,430.450536
-90.412616,20,430.462586
-87.760878,20,430.474631
-89.611311,20,430.486023
-92.632644,20,430.498379
-87.476423,20,430.515899
-90.294255,20,430.536853
-87.898032,20,430.563461
-87.118427,20,430.592634
-89.984974,20,430.62005
-87.094377,20,430.643053
-92.80886,20,430.665581
-90.926601,20,430.691448
-87.463909,20,430.719434
-92.880158,20,430.741787
-89.426172,20,430.764606
-91.37487,20,430.786242
-87.190454,20,430.802746
-87.115323,20,430.816616
-87.245522,20,430.828838
-89.596674,20,430.839834
-88.415535,20,430.850308
-89.890601,20,430.86038
-90.965527,20,430.883838
-88.008346,20,430.911283
-88.220986,20,430.926713
-91.918867,20,430.938597
-92.257706,20,430.951486
-98.374035,20,430.96254
-88.776741,20,430.97423
-88.790161,20,430.985089
-89.652332,20,430.995309
-87.033701,20,431.006019
-89.325939,20,431.0161
-89.173759,20,431.026193
-87.145414,20,431.037815
-92.469012,20,431.048962
-97.512064,20,431.059564
-89.022366,20,431.076622
-87.982634,20,431.095454
-88.333092,20,431.111015
-98.235982,20,431.127984
-88.371133,20,431.142521
-90.657604,20,431.161057
-87.246698,20,431.182614
-87.056322,20,431.206757
-87.087276,20,431.231468
-88.712527,20,431.259078
-88.150405,20,431.292472
-87.19305,20,431.324467
-87.361598,20,431.346092
-88.645279,20,431.361502
-90.571714,20,431.374917
-87.709997,20,431.387901
-87.175344,20,431.401535
-90.410044,20,431.414065
-90.970905,20,431.427896
-93.199611,20,431.443028
-91.622899,20,431.45603
-92.326464,20,431.477448
-88.63811,20,431.497365
-90.01955,20,431.52482
-87.1668,20,431.551174
-87.709576,20,431.577667
-87.027489,20,431.602552
-91.481197,20,431.628631
-88.656145,20,431.657651
-92.272845,20,431.684886
-87.357398,20,431.714705
-87.16819,20,431.738751
-87.30889,20,431.764445
-90.131512,20,431.795398
-97.576138,20,431.820767
-89.591036,20,431.849185
-89.92956,20,431.876764
-89.942387,20,431.908645
-87.230335,20,431.935657
-87.234482,20,431.965187
-87.247244,20,431.992717
-87.014905,20,432.004819
-89.145015,20,432.027664
-92.849461,20,432.042781
-87.209717,20,432.056397
-87.681356,20,432.070769
-90.585099,20,432.084601
-91.807114,20,432.099495
-91.102882,20,432.126428
-89.62352,20,432.149432
-87.092292,20,432.170075
-89.473736,20,432.187968
-87.829842,20,432.202608
-91.101355,20,432.21782
-88.147522,20,432.235402
-87.865358,20,432.253663
-90.778547,20,432.266855
-89.130303,20,432.287565
-90.366372,20,432.302462
-90.662117,20,433.599086
-87.746567,20,433.609406
-92.185829,20,433.619612
-98.523476,20,433.630126
-88.504204,20,433.640526
-88.675377,20,433.651003
-92.99358,20,433.662731
-87.270028,20,433.673014
-87.366858,20,433.683422
-88.566116,20,433.693163
-87.154569,20,433.705089
-88.557241,20,433.716775
-90.151576,20,433.727907
-93.117564,20,433.738959
-87.402865,20,433.749375
-90.584212,20,433.759761
-87.721483,20,433.769687
-87.060665,20,433.780802
-92.063417,20,433.791445
-91.576834,20,433.802362
-87.639176,20,433.812498
-90.96567,20,433.824406
-88.186423,20,433.836591
-91.748332,20,433.847173
-87.766285,20,433.85863
-87.350242,20,433.870358
-87.143067,20,433.884673
-98.179081,20,433.894703
-93.115884,20,433.905044
-89.871664,20,433.915756
-91.211407,20,433.926353
-87.830859,20,433.936777
-87.347678,20,433.946338
-91.726017,20,433.957835
-87.102904,20,433.969004
-87.348095,20,433.980424
-89.455205,20,433.992667
-87.542537,20,434.002742
-87.312948,20,434.014087
-92.595226,20,434.025033
-98.454746,20,434.041127
-91.330016,20,434.052887
-90.714492,20,434.063044
-93.519699,20,434.073461
-89.485487,20,434.083411
-87.676775,20,434.092401
-89.054547,20,434.101416
-88.218343,20,434.115242
-87.192415,20,434.141122
-87.136698,20,434.168084
-87.106668,20,434.200211
-87.419365,20,434.227494
-88.137127,20,434.255895
-87.660504,20,434.282789
-90.663104,20,434.306346
-88.019903,20,434.335864
-98.142673,20,434.359922
-91.52517,20,434.38723
-89.430086,20,434.421033
-88.049519,20,434.452643
-91.142243,20,434.485844
-87.436022,20,434.516851
-90.457375,20,434.54113
-87.272309,20,434.556834
-87.224781,20,434.578707
-87.386473,20,434.611524
-87.075216,20,434.638478
-87.140051,20,434.66314
-88.776232,20,434.691948
-87.093901,20,434.716092
-87.162292,20,434.746385
-87.404851,20,434.777471
-92.35462,20,434.804454
-87.245354,20,434.828535
-87.575311,20,434.857055
-87.629763,20,434.882729
-91.943942,20,434.909014
-88.377081,20,434.93675
-93.176431,20,434.970423
-89.313504,20,434.999108
-92.388181,20,435.023072
-87.17276,20,435.048886
-87.217314,20,435.079274
-88.89763,20,435.110833
-88.498825,20,435.141035
-87.261461,20,435.169895
-92.039974,20,435.189457
-87.852653,20,435.20948
-91.622157,20,435.228557
-87.767849,20,435.252867
-89.715205,20,435.275762
-90.891147,20,435.306591
-89.113403,20,435.3352
-91.773264,20,435.354353
-87.502228,20,435.382455
-93.046339,20,435.413522
-89.031034,20,435.444347
-91.37986,20,435.480032
-87.321245,20,435.512499
-87.508974,20,435.542645
-87.13363,20,435.578569
-90.438394,20,435.610567
-90.835208,20,437.555213
-87.099513,20,437.575546
-91.24066,20,437.592871
-90.286187,20,437.623631
-93.261294,20,437.644065
-91.765621,20,437.660526
-88.483881,20,437.685503
-87.221711,20,437.705371
-87.102015,20,437.742638
-88.905203,20,437.774068
-89.54133,20,437.80456
-92.800897,20,437.835202
-92.587165,20,437.860868
-87.076263,20,437.891867
-87.49123,20,437.920326
-98.480342,20,437.951688
-87.09759,20,437.979838
-89.8513,20,438.007325
-87.717689,20,438.036937
-89.195441,20,438.066938
-87.265514,20,438.097819
-88.841225,20,438.126756
-90.007462,20,438.154718
-92.12397,20,438.187037
-91.62503,20,438.21334
-87.284554,20,438.238633
-89.773853,20,438.266499
-87.152238,20,438.289165
-96.893266,20,438.326877
-88.185674,20,438.371399
-87.034646,20,438.41126
-88.676502,20,438.451177
-91.395496,20,438.494498
-98.12022,20,438.537918
-87.659893,20,438.579489
-87.42723,20,438.620235
-97.420754,20,438.660752
-88.769832,20,438.698691
-88.076901,20,438.73654
-87.742952,20,438.775845
-89.709715,20,438.811633
-87.191779,20,438.84497
-87.096035,20,438.876813
-91.071579,20,438.922916
-87.81421,20,438.962913
-88.889219,20,439.006213
-87.782383,20,439.044547
-89.195211,20,439.082765
-88.809291,20,439.121993
-92.412195,20,439.162839
-88.329523,20,439.219238
-98.239093,20,439.26122
-87.02218,20,439.296467
-92.137344,20,439.329301
-87.888352,20,439.365154
-87.23786,20,439.405524
-87.697289,20,439.448615
-87.902644,20,439.489682
-89.406262,20,439.53182
-89.469463,20,439.571637
-87.245309,20,439.615057
-88.603334,20,439.661208
-87.820746,20,439.702611
-91.567474,20,439.745578
-87.099728,20,439.790017
-92.988419,20,439.842995
-89.09064,20,439.885329
-89.144442,20,439.930831
-87.108543,20,439.971873
-92.090762,20,440.017381
-87.201484,20,440.059127
-87.353659,20,440.100709
-91.261047,20,440.149161
-90.785118,20,440.196202
-87.326151,20,440.253805
-92.719842,20,440.305577
-88.216934,20,440.340697
-90.960152,20,440.377667
-87.734276,20,440.416789
-89.913662,20,440.4612
-87.2719,20,440.504634
-87.21921,20,440.552644
-87.2645,20,440.600591
-87.298695,20,440.651955
-88.552537,20,440.695149
-87.458783,20,440.739399
-93.365093,20,440.78445
-87.091443,20,440.831731
-91.350816,20,440.886775
-90.96239,20,440.931828
-87.170118,20,440.982179
-91.556661,20,441.03453
-90.440283,20,441.077707
-89.690438,20,441.123057
-90.755969,20,441.171272
-87.196522,20,441.21555
-87.381161,20,441.256557
-89.308012,20,441.316209
-87.354252,20,441.361113
-87.142064,20,441.398736
-87.421781,20,441.435425
-93.140373,20,441.480471
-92.137759,20,441.52187
-87.249925,20,446.146775
-89.994258,20,446.190168
-87.208671,20,446.226551
-92.175873,20,446.263805
-87.114832,20,446.307039
-90.515131,20,446.353412
-90.067412,20,446.403212
-92.00045,20,446.448696
-87.355799,20,446.491458
-92.715771,20,446.540392
-88.23105,20,446.590764
-91.841701,20,446.627203
-88.181088,20,446.664524
-87.231295,20,446.699559
-87.38596,20,446.740599
-87.279872,20,446.785201
-87.099129,20,446.830727
-88.818418,20,446.878927
-87.63726,20,446.930455
-91.756684,20,446.976418
-92.801605,20,447.022426
-87.075798,20,447.072117
-87.301366,20,447.121845
-91.35024,20,447.171221
-89.534996,20,447.224491
-90.330935,20,447.278972
-90.864705,20,447.325169
-89.345387,20,447.363402
-87.354427,20,447.40819
-87.067084,20,447.456779
-88.396912,20,447.505357
-87.414006,20,447.556272
-87.099734,20,447.616933
-91.904167,20,447.664728
-87.782402,20,447.711516
-87.068938,20,447.757123
-92.195063,20,447.800641
-87.106686,20,447.843738
-90.822389,20,447.889529
-87.069687,20,447.938344
-87.162328,20,447.983348
-97.670148,20,448.02596
-89.918643,20,448.072327
-87.733467,20,448.116796
-90.051542,20,448.171817
-87.169281,20,448.218113
-88.482291,20,448.263585
-91.546458,20,448.324836
-89.492366,20,448.366945
-87.332359,20,448.418969
-87.391376,20,448.463218
-92.389437,20,448.506409
-88.729789,20,448.556885
-91.115862,20,448.614985
-87.73414,20,448.658392
-89.94566,20,448.704729
-88.225448,20,448.740699
-87.434496,20,448.795267
-87.069738,20,448.831072
-87.62574,20,448.868037
-92.792417,20,448.908664
-97.912365,20,448.949524
-88.077016,20,448.9862
-91.009367,20,449.034824
-88.850566,20,449.076559
-92.38807,20,449.10136
-93.012929,20,449.128656
-96.644936,20,449.193089
-87.190912,20,449.2469
-88.103571,20,449.295247
-89.000739,20,449.347199
-91.993054,20,449.392221
-89.773302,20,449.428542
-87.548126,20,449.463721
-97.143987,20,449.507291
-91.629164,20,449.562688
-87.600499,20,449.612537
-90.8697,20,449.664903
-90.126762,20,449.721143
-87.75831,20,449.763661
-87.300672,20,449.79938
-89.884387,20,449.834734
-90.921549,20,449.874125
-87.897825,20,449.915702
-88.287571,20,449.961415
-92.788998,20,450.002364
-93.263366,20,450.042006
-87.226436,20,450.079085
-87.166387,20,450.121906
-89.17725,20,450.170527
-89.45365,20,450.213846
-93.11605,20,450.262034
-88.428414,20,450.315979
-87.164739,20,450.363497
-87.087348,20,450.425834
-91.412804,20,450.471773
-90.51186,20,450.511506
-88.545717,20,450.551158
-87.984938,20,450.589654
-91.833777,20,450.632597
-89.736625,20,450.688415
-87.337307,20,450.740764
-90.948208,20,455.613075
-87.117541,20,455.662579
-91.651357,20,455.725181
-87.227302,20,455.771167
-87.032726,20,455.816791
-87.105972,20,455.867947
-92.616439,20,455.920542
-87.273412,20,455.97283
-91.881937,20,456.034717
-87.211622,20,456.081741
-91.543885,20,456.12181
-89.666539,20,456.162677
-87.143634,20,456.230618
-92.877941,20,456.266176
-88.778156,20,456.303332
-90.91587,20,456.343561
-88.822374,20,456.381275
-96.799656,20,456.418544
-87.041651,20,456.450476
-87.597048,20,456.498282
-87.122177,20,456.544484
-93.16129,20,456.59145
-90.794277,20,456.650067
-87.167952,20,456.692576
-88.298078,20,456.718342
-92.613774,20,456.745454
-87.388399,20,456.782729
-91.34723,20,456.808575
-89.892144,20,456.856261
-88.889094,20,456.900695
-87.245645,20,456.941409
-92.297578,20,456.988861
-90.812451,20,457.034859
-87.188759,20,457.074519
-89.571975,20,457.103439
-87.091209,20,457.134007
-89.034868,20,457.166333
-88.029888,20,457.1982
-87.142587,20,457.235606
-98.020833,20,457.26826
-89.29819,20,457.292468
-92.530464,20,457.318705
-92.685451,20,457.346082
-91.401329,20,457.382886
-91.558814,20,457.420843
-89.367791,20,457.461798
-92.405564,20,457.503727
-92.044369,20,457.541065
-90.56183,20,457.575634
-87.373208,20,457.615123
-91.973039,20,457.656415
-88.375153,20,457.698826
-87.114936,20,457.739821
-87.084815,20,457.779655
-89.46971,20,457.831615
-88.314849,20,457.874202
-92.798004,20,457.911391
-93.419214,20,457.953742
-88.321477,20,458.004446
-90.958194,20,458.059385
-93.226053,20,458.109101
-88.949389,20,458.152368
-92.285144,20,458.19004
-87.356941,20,458.227882
-90.492234,20,458.267626
-87.029691,20,458.315553
-87.207946,20,458.361638
-87.041211,20,458.408647
-92.763689,20,458.455542
-90.246272,20,458.501698
-87.327777,20,458.548892
-90.115855,20,458.591943
-87.181472,20,458.639819
-90.134038,20,458.690221
-91.677895,20,458.735128
-87.292165,20,458.780928
-88.450227,20,458.838444
-90.207875,20,458.886921
-88.954839,20,458.935109
-92.83238,20,458.977064
-97.955248,20,459.016131
-87.092052,20,459.055669
-88.18289,20,459.093117
-91.838573,20,459.122557
-88.648175,20,459.154265
-90.813777,20,459.187801
-90.131204,20,459.220981
-88.630238,20,459.254836
-90.419817,20,459.285981
-88.112939,20,459.329129
-87.630247,20,459.376899
-87.159385,20,459.418284
-88.003365,20,459.46355
-91.649703,20,459.504451
-90.48502,20,459.550658
-92.720788,20,459.592783
-88.11947,20,459.63809
-90.523874,20,459.684509
-89.122769,20,459.731105
-87.686399,20,459.776631
-92.242044,20,459.826179
-91.623496,20,459.868383
-87.267319,20,464.124606
-87.917526,20,464.159662
-87.48433,20,464.197487
-89.81048,20,464.253187
-87.319538,20,464.299325
-89.627374,20,464.334102
-87.603348,20,464.369723
-89.931034,20,464.398964
-88.38211,20,464.42471
-87.376165,20,464.447806
-92.438375,20,464.487806
-87.738023,20,464.517605
-87.460788,20,464.554177
-88.567872,20,464.601813
-91.372013,20,464.651449
-91.498962,20,464.701726
-90.961187,20,464.743659
-91.399854,20,464.791508
-92.974311,20,464.842603
-90.502692,20,464.893094
-87.774626,20,464.935905
-98.289613,20,464.981956
-87.160591,20,465.025724
-87.294189,20,465.075527
-87.010872,20,465.126469
-87.13381,20,465.187039
-98.605559,20,465.23639
-87.285807,20,465.271909
-88.883797,20,465.318738
-87.172496,20,465.372155
-87.00101,20,465.406631
-87.788835,20,465.443788
-87.839607,20,465.490149
-92.082368,20,465.532411
-88.187418,20,465.57795
-87.48588,20,465.624377
-87.111079,20,465.662481
-87.292527,20,465.701443
-90.25548,20,465.737751
-90.497281,20,465.769993
-89.854024,20,465.800867
-88.779028,20,465.831913
-87.881539,20,465.864749
-87.525908,20,465.898615
-90.470302,20,465.937769
-91.323491,20,465.978722
-87.099103,20,466.027787
-89.525416,20,466.075967
-87.388574,20,466.124031
-88.946227,20,466.174745
-89.405491,20,466.224838
-87.039175,20,466.271043
-89.973798,20,466.318006
-87.722753,20,466.375737
-98.510834,20,466.426312
-93.266263,20,466.454936
-89.058359,20,466.489795
-89.002758,20,466.516331
-91.358329,20,466.549373
-91.16831,20,466.588357
-88.664002,20,466.622846
-88.675759,20,466.659405
-87.215765,20,466.702457
-87.215222,20,466.747572
-87.039091,20,466.801217
-88.66487,20,466.850152
-90.372057,20,466.897566
-89.097081,20,466.951825
-87.974012,20,467.000744
-87.682609,20,467.050633
-93.308686,20,467.096837
-87.741988,20,467.144519
-87.760401,20,467.19193
-87.551496,20,467.236315
-88.779581,20,467.287059
-87.183655,20,467.335817
-89.532371,20,467.389429
-88.818904,20,467.457188
-87.253509,20,467.501898
-87.106784,20,467.538929
-87.194591,20,467.574229
-87.629147,20,467.622582
-90.285894,20,467.669158
-87.918494,20,467.704858
-87.280923,20,467.739815
-88.316601,20,467.782778
-87.297385,20,467.824807
-90.62287,20,467.862127
-87.203506,20,467.890884
-87.11812,20,467.920575
-88.375365,20,467.951764
-87.329644,20,467.977473
-90.240104,20,468.008526
-88.203795,20,468.075623
-87.425698,20,468.14275
-87.564363,20,468.206497
-92.581216,20,468.261464
-88.584667,20,468.320176
-91.726882,20,468.376225
-87.20732,20,468.432522
-90.075033,20,468.492852
-87.00859,20,468.550948
-92.432363,20,468.584571
-88.917009,20,472.611457
-92.397775,20,472.660485
-92.598065,20,472.715853
-87.260132,20,472.761563
-87.22608,20,472.799694
-88.277931,20,472.836375
-87.134781,20,472.873437
-87.817581,20,472.911927
-90.408983,20,472.950496
-91.741592,20,472.995684
-87.337486,20,473.036482
-89.05423,20,473.067665
-90.642842,20,473.101572
-87.364748,20,473.143119
-87.288884,20,473.183259
-88.6056,20,473.23002
-89.95233,20,473.274571
