#{"t_start": 1748019731.112538, "env_id": "None"}
r,l,t
-92.016532,22,1148.585207
-88.125039,22,1148.601116
-91.187725,22,1148.632821
-86.121679,22,1148.664167
-86.993883,22,1148.695658
-88.695291,22,1148.727636
-87.041278,21,1148.758808
-86.168532,22,1148.796133
-92.039366,21,1148.822158
-87.132427,22,1148.853825
-89.351582,22,1148.886946
-86.143105,22,1148.917264
-86.725286,21,1148.948955
-92.405155,21,1148.989438
-89.050449,22,1149.012455
-88.367631,22,1149.044228
-86.408414,22,1149.080596
-89.582103,22,1149.107548
-92.816342,21,1149.134947
-86.706324,22,1149.158286
-92.472125,21,1149.185981
-89.578979,22,1149.217635
-91.555253,22,1149.248971
-92.345451,21,1149.271012
-87.395925,22,1149.298326
-92.460225,21,1149.32821
-92.077117,22,1149.367301
-90.121198,22,1149.391462
-92.394972,21,1149.423134
-85.983744,22,1149.43914
-90.014982,22,1149.48126
-86.054194,22,1149.501978
-87.811708,22,1149.533778
-92.64435,21,1149.565172
-88.298862,22,1149.596993
-91.77105,22,1149.628471
-89.531697,22,1149.660321
-85.812287,22,1149.691658
-85.953189,22,1149.722971
-87.022581,22,1149.754472
-89.189916,22,1149.785834
-86.708921,21,1149.817346
-89.968399,22,1149.84888
-87.000646,22,1149.881277
-90.207741,22,1149.914538
-88.596787,22,1149.944301
-92.662474,21,1149.981294
-88.297083,22,1150.007799
-85.840107,22,1150.039134
-87.304709,22,1150.070632
-91.87193,22,1150.102021
-87.002804,22,1150.133808
-85.922144,22,1150.165406
-86.791317,21,1150.181593
-90.333927,22,1150.212853
-92.551933,21,1150.246062
-90.486913,22,1150.281805
-90.201378,22,1150.307806
-86.980131,21,1150.339138
-91.913337,22,1150.372654
-91.766419,22,1150.402375
-92.208145,21,1150.433815
-90.575246,22,1150.465154
-91.352714,22,1150.497453
-89.991238,22,1150.512798
-86.508086,22,1150.544136
-86.159289,22,1150.58239
-87.110104,22,1150.606799
-85.938246,22,1150.638297
-88.714411,22,1150.669883
-86.298981,22,1150.68583
-91.615249,22,1150.71763
-86.933689,22,1150.749738
-86.950943,21,1150.782906
-88.723153,22,1150.811961
-91.095559,22,1150.84415
-88.769684,22,1150.875769
-90.067566,22,1150.907449
-90.590899,22,1150.93915
-87.395077,22,1153.222753
-92.547995,21,1153.251788
-90.691377,22,1153.268475
-85.615886,22,1153.286223
-92.163262,22,1153.317289
-85.888978,22,1153.347454
-91.55236,22,1153.379001
-88.079721,22,1153.410798
-91.788989,22,1153.442433
-89.047745,22,1153.490263
-86.195719,22,1153.518652
-90.404722,22,1153.537278
-87.240501,22,1153.568656
-86.264086,22,1153.60048
-91.735328,22,1153.631952
-90.559353,22,1153.649743
-90.417387,22,1153.68714
-85.828634,22,1153.711532
-87.663352,22,1153.743123
-89.146117,22,1153.774466
-90.506908,22,1153.8063
-88.965604,22,1153.838057
-89.96678,22,1153.870128
-86.503886,22,1153.901455
-86.769347,22,1153.932789
-86.711667,22,1153.964126
-92.115824,21,1154.000628
-92.682357,21,1154.016729
-86.393964,22,1154.04487
-92.481012,21,1154.076149
-90.898401,22,1154.107929
-86.56265,22,1154.123818
-91.857807,22,1154.139454
-92.25579,21,1154.155185
-89.795844,22,1154.171093
-92.495559,21,1154.188002
-91.962985,22,1154.218406
-92.147065,22,1154.255529
-88.860025,22,1154.288148
-92.362066,21,1154.314174
-87.236063,22,1154.346148
-90.034002,22,1154.37828
-87.003468,22,1154.409999
-89.048898,22,1154.44145
-88.081294,22,1154.472875
-91.618871,22,1154.504379
-86.065219,22,1154.539724
-90.526158,22,1154.567305
-90.097945,22,1154.604075
-88.424121,22,1154.644772
-90.755111,22,1154.666918
-87.337895,22,1154.693202
-92.453479,21,1154.719745
-88.595523,22,1154.757451
-86.558662,22,1154.789324
-87.234313,22,1154.820837
-91.729838,22,1154.85283
-88.502451,22,1154.88505
-87.976059,22,1154.916324
-87.150169,22,1154.947935
-89.750661,22,1154.979445
-89.261217,22,1155.011301
-86.86927,22,1155.047601
-88.854551,22,1155.074234
-92.303767,21,1155.108477
-85.818124,22,1155.14519
-85.63735,22,1155.169019
-87.510976,22,1155.200935
-88.238481,22,1155.232575
-92.457985,21,1155.280648
-87.189029,22,1155.312803
-92.298688,21,1155.343577
-86.614396,22,1155.375328
-90.589545,22,1155.406281
-91.976558,22,1155.445532
-90.272056,22,1155.478122
-90.692602,22,1155.500647
-92.113598,21,1155.542162
-92.206227,21,1155.564813
-90.346867,22,1155.590664
-91.846745,22,1155.611865
-85.874564,22,1155.643323
-87.64068,22,1155.659101
-89.526926,22,1155.698454
-89.772103,22,1155.717877
-92.721196,21,1155.738111
-89.741578,22,1155.759138
-91.717296,22,1155.772131
-88.132396,22,1155.802601
-86.471912,22,1155.818264
-86.802707,22,1155.836174
-86.975514,22,1155.865135
-87.063073,22,1155.896925
-91.197159,22,1155.914794
-87.863374,22,1158.181674
-85.674704,22,1158.197584
-87.172373,22,1158.229259
-87.064426,22,1158.245514
-89.957197,22,1158.260972
-86.052023,22,1158.296143
-89.880369,22,1158.324811
-86.140168,22,1158.340536
-86.105902,22,1158.356595
-88.125589,22,1158.396215
-92.292639,21,1158.419844
-92.19441,21,1158.453327
-89.400807,22,1158.483832
-90.532347,22,1158.515927
-86.06309,22,1158.532012
-89.819931,22,1158.564093
-87.076728,22,1158.596309
-88.734161,22,1158.627239
-90.097288,22,1158.65886
-88.355919,22,1158.690541
-87.883514,22,1158.722422
-85.844225,22,1158.738137
-88.899187,22,1158.769477
-87.399118,22,1158.801429
-91.723196,22,1158.838885
-87.683058,22,1158.865728
-88.178276,22,1158.896399
-90.349504,22,1158.928542
-86.507963,22,1158.960109
-91.462541,22,1158.996799
-86.889407,22,1159.023729
-88.697839,22,1159.060325
-87.782071,22,1159.09287
-87.885688,22,1159.12514
-87.723944,22,1159.157416
-89.741245,22,1159.182199
-89.122077,22,1159.213873
-91.371855,22,1159.245561
-86.212098,22,1159.277093
-91.103668,22,1159.308745
-88.175873,22,1159.340432
-86.951359,22,1159.397102
-91.092174,22,1159.419877
-87.058349,22,1159.451742
-86.944333,22,1159.490439
-87.260618,22,1159.514874
-92.525556,21,1159.547107
-86.281504,22,1159.578737
-92.47412,21,1159.610622
-86.486734,22,1159.642212
-87.004424,22,1159.673648
-92.451766,21,1159.705644
-88.944226,22,1159.739478
-87.280549,22,1159.769039
-88.887885,22,1159.800474
-86.704668,22,1159.832444
-89.775086,22,1159.864068
-86.455919,22,1159.897907
-89.109812,22,1159.929199
-86.531615,22,1159.959626
-86.735313,22,1159.998174
-92.529551,21,1160.02328
-87.701097,22,1160.055079
-86.06037,22,1160.091481
-86.222113,22,1160.118616
-90.337318,22,1160.148254
-85.719482,22,1160.180103
-88.071682,22,1160.211506
-90.684412,22,1160.243657
-86.689618,22,1160.28707
-90.782192,22,1160.314302
-86.202985,22,1160.338438
-88.624654,22,1160.370545
-86.127441,22,1160.401529
-85.919283,22,1160.448745
-91.216774,22,1160.480414
-86.77369,21,1160.499249
-86.265477,22,1160.527625
-88.08969,22,1160.559104
-90.157545,22,1160.599235
-88.231191,22,1160.62425
-91.63728,22,1160.654457
-86.064254,22,1160.686162
-88.737902,22,1160.717871
-91.45489,22,1160.749736
-89.36936,22,1160.781118
-87.047331,22,1160.812708
-90.568618,22,1160.844478
-86.735158,22,1160.876287
-92.880585,21,1160.910559
-87.301232,22,1160.939219
-86.515452,22,1160.970589
-88.9079,22,1161.002004
-89.467649,22,1161.033675
-86.852692,22,1163.284523
-86.967784,22,1163.303657
-86.015255,22,1163.332041
-91.868672,22,1163.348057
-88.323106,22,1163.379573
-88.087249,22,1163.41111
-88.964669,22,1163.447125
-86.861344,22,1163.474534
-91.258318,22,1163.503305
-91.56255,22,1163.521939
-85.735779,22,1163.554029
-87.286629,22,1163.569704
-89.550328,22,1163.61614
-90.264184,22,1163.648714
-87.749636,22,1163.680795
-89.331992,22,1163.712378
-87.541287,22,1163.74429
-86.235603,22,1163.775816
-87.528354,22,1163.807663
-88.947828,22,1163.839142
-87.827747,22,1163.870966
-91.705314,22,1163.90378
-92.326772,21,1163.918826
-86.946618,22,1163.950529
-87.248945,22,1163.982104
-85.9597,22,1164.013742
-88.205213,22,1164.052111
-88.95902,22,1164.07692
-86.31911,22,1164.108378
-86.047902,22,1164.143978
-90.631586,22,1164.15593
-86.319985,22,1164.188202
-88.829783,22,1164.219208
-86.65632,22,1164.266582
-85.737331,22,1164.282488
-91.86689,22,1164.314603
-92.054743,22,1164.362056
-89.87855,22,1164.393626
-88.173178,22,1164.425295
-88.62594,22,1164.467263
-88.910562,22,1164.491101
-85.972663,22,1164.5045
-86.302997,22,1164.535414
-88.025705,22,1164.551726
-86.197927,22,1164.566848
-86.437129,22,1164.584478
-86.273166,22,1164.604609
-86.461621,22,1164.630361
-89.017713,22,1164.630361
-87.750206,22,1164.661859
-92.660979,21,1164.693598
-86.022459,22,1164.725332
-86.471273,22,1164.741314
-86.014453,22,1164.77286
-92.010367,22,1164.810295
-86.190547,22,1164.836567
-89.033112,22,1164.868618
-86.86691,22,1164.905011
-86.654322,22,1164.931941
-91.149934,22,1164.964589
-86.725021,22,1164.995934
-86.219879,22,1165.027634
-85.963774,22,1165.059415
-86.535287,22,1165.09071
-86.077289,22,1165.122655
-86.103062,22,1165.154475
-92.108673,22,1165.202868
-89.204445,22,1165.23416
-92.562423,21,1165.266176
-86.332294,22,1165.305316
-86.540463,22,1165.340007
-86.074625,22,1165.361523
-86.268619,22,1165.394454
-88.687733,22,1165.424657
-86.871795,22,1165.47255
-91.132846,22,1165.505428
-88.668731,22,1165.524575
-90.900283,22,1165.536528
-89.729082,22,1165.568088
-85.948504,22,1165.584018
-88.004857,22,1165.615343
-91.467355,22,1165.631243
-89.468814,22,1165.662709
-86.585974,22,1165.695042
-86.533409,22,1165.725841
-89.194743,22,1165.757634
-92.608804,21,1165.78935
-90.784087,22,1165.821169
-86.858441,22,1165.85295
-87.435103,22,1165.884531
-86.542767,22,1165.916453
-87.166592,22,1165.952373
-89.006932,22,1165.979663
-86.41766,22,1168.263059
-86.996397,22,1168.278847
-88.677772,22,1168.310921
-86.455903,22,1168.34439
-86.294763,22,1168.374347
-88.981458,22,1168.4108
-86.043989,22,1168.438324
-91.417515,22,1168.469663
-86.06993,22,1168.504963
-86.162,22,1168.533507
-92.29781,21,1168.56535
-86.085118,22,1168.597392
-88.269186,22,1168.636374
-88.252349,22,1168.663621
-88.175902,22,1168.693517
-91.791076,22,1168.711261
-86.233472,22,1168.742179
-90.785154,22,1168.777565
-87.433106,22,1168.804589
-88.341567,22,1168.836337
-86.283872,22,1168.871167
-86.238311,22,1168.898873
-88.144712,22,1168.931279
-86.778742,22,1168.962447
-92.480848,21,1168.99399
-87.3061,22,1169.025718
-91.90828,22,1169.057641
-86.439142,22,1169.089301
-89.128655,22,1169.120651
-86.632414,22,1169.164662
-86.618719,22,1169.207064
-87.151845,22,1169.248612
-91.400099,22,1169.264581
-87.861378,22,1169.295569
-87.612193,22,1169.330494
-90.253645,22,1169.359139
-85.701652,22,1169.390645
-89.432442,22,1169.422737
-89.111277,22,1169.454244
-88.159686,22,1169.485691
-86.242692,22,1169.518236
-92.181645,22,1169.549602
-91.228878,22,1169.583821
-86.563994,22,1169.612245
-86.170904,22,1169.643959
-91.755122,22,1169.675809
-86.234068,22,1169.723264
-87.723349,22,1169.739369
-85.848988,22,1169.771824
-89.843465,22,1169.812346
-87.492444,22,1169.834532
-86.592112,22,1169.866213
-87.287335,22,1169.899648
-86.604161,22,1169.929247
-89.056628,22,1169.976826
-91.676508,22,1170.010161
-86.347522,22,1170.039875
-86.401562,22,1170.07161
-86.727831,22,1170.103296
-90.521562,22,1170.135052
-90.467456,22,1170.168589
-86.812995,22,1170.198227
-86.296212,22,1170.229903
-91.24766,22,1170.261644
-85.923755,22,1170.293442
-86.60137,22,1170.325588
-86.388039,22,1170.341242
-92.437385,21,1170.388723
-86.509259,22,1170.420217
-86.927444,22,1170.435966
-86.216277,22,1170.483524
-90.610079,22,1170.515218
-86.117199,22,1170.546853
-86.357755,22,1170.581812
-91.324204,22,1170.613455
-89.59224,22,1170.641674
-86.329532,22,1170.673422
-86.193285,22,1170.70498
-88.158318,22,1170.73706
-90.66068,22,1170.774675
-89.842184,22,1170.800889
-86.356607,22,1170.832528
-86.060279,22,1170.86397
-86.60183,22,1170.895849
-86.974744,22,1170.927361
-90.336873,22,1170.959027
-86.934088,22,1171.001861
-87.680965,22,1171.038981
-91.439341,22,1171.068656
-92.514798,21,1171.10064
-86.112208,22,1171.116373
-88.531779,22,1171.147683
-86.078413,22,1171.195945
-91.838593,22,1173.480255
-86.458649,22,1173.495918
-89.200623,22,1173.51185
-86.297652,22,1173.527919
-87.676526,22,1173.543641
-86.652977,22,1173.576343
-87.484075,22,1173.606783
-86.080503,22,1173.638549
-89.502132,22,1173.672034
-86.240485,22,1173.702474
-86.894599,22,1173.734298
-90.594541,22,1173.766067
-88.793462,22,1173.79789
-89.350624,22,1173.830061
-91.808649,22,1173.862808
-89.413981,22,1173.895885
-87.653697,22,1173.924005
-86.361575,22,1173.955746
-87.514245,22,1173.971838
-90.023145,22,1174.003899
-91.882733,22,1174.035643
-91.325356,22,1174.067065
-91.976026,22,1174.098712
-88.040996,22,1174.130611
-90.783199,22,1174.174538
-86.844854,22,1174.214839
-88.002369,22,1174.240763
-88.289037,22,1174.272078
-85.827988,22,1174.303373
-89.058579,22,1174.336153
-87.363453,22,1174.366474
-87.234663,22,1174.400302
-87.380477,22,1174.429606
-88.559221,22,1174.46744
-88.805397,22,1174.493105
-87.418761,22,1174.524606
-86.292038,22,1174.556343
-91.16731,22,1174.588746
-86.789133,22,1174.619741
-87.78184,22,1174.66074
-90.005356,22,1174.683329
-88.981025,22,1174.718686
-86.238662,22,1174.747006
-88.295723,22,1174.778428
-86.144662,22,1174.810374
-89.089472,22,1174.842574
-87.578605,22,1174.873976
-86.452036,22,1174.90576
-87.352365,22,1174.937355
-87.196263,22,1174.969066
-87.551579,22,1175.000724
-92.091529,22,1175.032122
-91.4277,22,1175.063889
-86.248139,22,1175.09673
-86.311608,22,1175.128126
-86.47351,22,1175.15946
-91.923346,22,1175.190808
-88.768258,22,1175.222878
-91.880921,22,1175.254654
-86.522418,22,1175.286401
-89.820882,22,1175.319176
-91.178393,22,1175.35085
-87.01895,22,1175.381768
-89.053509,22,1175.419115
-89.885039,22,1175.446389
-86.057427,22,1175.461279
-87.674959,22,1175.476972
-86.146152,22,1175.493064
-86.652537,22,1175.519339
-91.118562,22,1175.540795
-86.360252,22,1175.57282
-91.57085,22,1175.588798
-86.000478,22,1175.620429
-86.12753,22,1175.65234
-88.215586,22,1175.683926
-86.469054,22,1175.719535
-85.924624,22,1175.750074
-89.665792,22,1175.778695
-90.790103,22,1175.810432
-91.041947,22,1175.841991
-86.412973,22,1175.873445
-88.974455,22,1175.907774
-86.509388,22,1175.93671
-87.90202,22,1175.952735
-91.31073,22,1175.985005
-89.639608,22,1176.00034
-90.135349,22,1176.020186
-91.129265,22,1176.04775
-86.555945,22,1176.063775
-88.116419,22,1176.095478
-86.909164,22,1176.127259
-86.503767,22,1176.160925
-90.965927,22,1176.206623
-86.729472,22,1178.536317
-87.416986,22,1178.551996
-87.575398,22,1178.567711
-87.996876,22,1178.599557
-86.16032,22,1178.632185
-86.038351,22,1178.662732
-86.152172,22,1178.694292
-86.784893,22,1178.726028
-86.415244,22,1178.757626
-89.568782,22,1178.789213
-86.371099,22,1178.805309
-86.04251,22,1178.837544
-86.789085,22,1178.872843
-90.537246,22,1178.901279
-86.323858,22,1178.933076
-86.198541,22,1178.96461
-86.539526,22,1178.998238
-91.82564,22,1179.027897
-86.194931,22,1179.075193
-87.390221,22,1179.097018
-86.483811,22,1179.107258
-88.992113,22,1179.124925
-86.146628,22,1179.138944
-88.081753,22,1179.158337
-87.770177,22,1179.170614
-86.561204,22,1179.202564
-87.168511,22,1179.234164
-86.492195,22,1179.265925
-90.08146,22,1179.297613
-87.347784,22,1179.329358
-89.847889,22,1179.360992
-86.518668,22,1179.392891
-85.965505,22,1179.424881
-87.509579,22,1179.44064
-90.014396,22,1179.47199
-90.508943,22,1179.523316
-89.658279,22,1179.550935
-87.436344,22,1179.582652
-86.212241,22,1179.625333
-86.700768,22,1179.646219
-86.0452,22,1179.677817
-86.130237,22,1179.711604
-86.447757,22,1179.741153
-86.084306,22,1179.772616
-90.742802,22,1179.814795
-86.575312,22,1179.835099
-89.205957,22,1179.878377
-91.597887,22,1179.898279
-86.628747,22,1179.929426
-89.768999,22,1179.961754
-91.092395,22,1179.992382
-87.968729,22,1180.039896
-86.494378,22,1180.072796
-90.451467,22,1180.119074
-86.544849,22,1180.150662
-90.609874,22,1180.182444
-91.74399,22,1180.214192
-90.939536,22,1180.245957
-91.045031,22,1180.277346
-88.757674,22,1180.309126
-86.305778,22,1180.340687
-92.808463,21,1180.356404
-88.089448,22,1180.387709
-87.464437,22,1180.426922
-88.916303,22,1180.451064
-86.773698,22,1180.500168
-87.671385,22,1180.529312
-87.843319,22,1180.567386
-86.825491,22,1180.608024
-90.42873,22,1180.640369
-88.366872,22,1180.672668
-85.742958,22,1180.68771
-86.637873,22,1180.735348
-86.11537,22,1180.766305
-88.271023,22,1180.798082
-86.919829,22,1180.82975
-86.604226,22,1180.861305
-86.052429,22,1180.893177
-90.904642,22,1180.924874
-87.736737,22,1180.940449
-88.373041,22,1180.972477
-86.585865,22,1181.004613
-86.64056,22,1181.035698
-86.466152,22,1181.067405
-86.818005,22,1181.098817
-86.19369,22,1181.146385
-89.396781,22,1181.162038
-86.581402,22,1181.193682
-88.316126,22,1181.227763
-88.228167,22,1181.25718
-86.6108,22,1181.289597
-87.27405,22,1181.304677
-86.653171,22,1181.336048
-90.779705,22,1183.531277
-87.7966,22,1183.554786
-90.750845,22,1183.570806
-88.431117,22,1183.58657
-86.01182,22,1183.602306
-88.311936,22,1183.618017
-86.796886,22,1183.633704
-86.455701,22,1183.649666
-86.766529,22,1183.665409
-86.612551,22,1183.681124
-86.706351,22,1183.702298
-89.321679,22,1183.731498
-86.780346,22,1183.762629
-91.013869,22,1183.792523
-88.808148,22,1183.831581
-85.891992,22,1183.863548
-88.174415,22,1183.888018
-86.44908,22,1183.919412
-86.598317,22,1183.951276
-85.929676,22,1183.982869
-89.078687,22,1184.014793
-86.190009,22,1184.04636
-86.624515,22,1184.093948
-86.59741,22,1184.127334
-91.748933,22,1184.15665
-86.341828,22,1184.188578
-86.173678,22,1184.229191
-91.253905,22,1184.258394
-85.91263,22,1184.284125
-86.375828,22,1184.315048
-86.025341,22,1184.347166
-90.309469,22,1184.362087
-90.769552,22,1184.378012
-90.97904,22,1184.393682
-86.094012,22,1184.431672
-86.468933,22,1184.456454
-87.102858,22,1184.488266
-88.890847,22,1184.531663
-88.386722,22,1184.567448
-86.072241,22,1184.599298
-86.412536,22,1184.631855
-86.963859,22,1184.678594
-86.59481,22,1184.71143
-86.558118,22,1184.741562
-89.35637,22,1184.757221
-87.900302,22,1184.80469
-90.139502,22,1184.836667
-88.477242,22,1184.86831
-88.909367,22,1184.901154
-91.829196,22,1184.943047
-86.293535,22,1184.963329
-90.537773,22,1185.010784
-88.126393,22,1185.032509
-87.862615,22,1185.058249
-88.776499,22,1185.089829
-86.999834,22,1185.132888
-91.668224,22,1185.153278
-86.33498,22,1185.200926
-86.688076,22,1185.233309
-89.050714,22,1185.265749
-89.595358,22,1185.295397
-90.656256,22,1185.342828
-88.075219,22,1185.374037
-87.089501,22,1185.408427
-87.671996,22,1185.437519
-86.578147,22,1185.469108
-90.103455,22,1185.501245
-88.132445,22,1185.516943
-92.090115,22,1185.561603
-87.072373,22,1185.580359
-86.18224,22,1185.612093
-86.275176,22,1185.644192
-86.289523,22,1185.69174
-87.082584,22,1185.723502
-86.630697,22,1185.754983
-86.413616,22,1185.770676
-86.501695,22,1185.802107
-86.60336,22,1185.833965
-90.305325,22,1185.865341
-86.114719,22,1185.912913
-90.203354,22,1185.94467
-87.423655,22,1185.976126
-88.920914,22,1186.007582
-87.217947,22,1186.039489
-86.482359,22,1186.071492
-91.499888,22,1186.087171
-92.021114,22,1186.119008
-89.119779,22,1186.150771
-86.513133,22,1186.182428
-89.649558,22,1186.214017
-91.950358,22,1186.246912
-86.954943,22,1186.277596
-86.627993,22,1186.309364
-88.305261,22,1188.640987
-90.748081,22,1188.679269
-86.380393,22,1188.688868
-86.386803,22,1188.704594
-91.268686,22,1188.736557
-88.911009,22,1188.737573
-87.864793,22,1188.768516
-90.190057,22,1188.78503
-88.694633,22,1188.799916
-86.704874,22,1188.831241
-89.71535,22,1188.847377
-87.482335,22,1188.879197
-86.405569,22,1188.911033
-89.513452,22,1188.942766
-90.13127,22,1188.974548
-86.142215,22,1189.006233
-89.396509,22,1189.038129
-90.460071,22,1189.085878
-88.627818,22,1189.117564
-88.653917,22,1189.149119
-86.365043,22,1189.181008
-86.329071,22,1189.196908
-91.20976,22,1189.237963
-86.62372,22,1189.260167
-86.893735,22,1189.29283
-89.805848,22,1189.323658
-86.867618,22,1189.355514
-87.154487,22,1189.387291
-90.31252,22,1189.418841
-91.03163,22,1189.45076
-87.850757,22,1189.482589
-87.381808,22,1189.498542
-87.936499,22,1189.538141
-86.156414,22,1189.577374
-87.714707,22,1189.609254
-91.886535,22,1189.63823
-89.830007,22,1189.656576
-88.7124,22,1189.694006
-87.271568,22,1189.7284
-86.319454,22,1189.751806
-86.426418,22,1189.767823
-87.43903,22,1189.78411
-90.914249,22,1189.801296
-87.661084,22,1189.815211
-87.769692,22,1189.854676
-86.352305,22,1189.877885
-87.071938,22,1189.893831
-91.709724,22,1189.925388
-89.791002,22,1189.962361
-92.465212,22,1189.989642
-91.613241,22,1190.020621
-87.531402,22,1190.053111
-92.138724,22,1190.083933
-89.658555,22,1190.123094
-86.280867,22,1190.163209
-90.463215,22,1190.195308
-87.19677,22,1190.227388
-86.796036,22,1190.260541
-87.040806,22,1190.290706
-89.766334,22,1190.322397
-87.775244,22,1190.354395
-91.126804,22,1190.385722
-86.805754,22,1190.417261
-86.780726,22,1190.449038
-90.443421,22,1190.480718
-86.402749,22,1190.496559
-86.410594,22,1190.544104
-86.404601,22,1190.575891
-88.604994,22,1190.591555
-89.948082,22,1190.622893
-89.162364,22,1190.654397
-88.019269,22,1190.686208
-89.677855,22,1190.718136
-88.849412,22,1190.765583
-86.405418,22,1190.790658
-87.14923,22,1190.81336
-87.118441,22,1190.845401
-91.795589,22,1190.860814
-86.46202,22,1190.892715
-90.347513,22,1190.925908
-91.069812,22,1190.955868
-85.99164,22,1190.987385
-86.7412,22,1191.019181
-86.552483,22,1191.050934
-88.081048,22,1191.082482
-86.40226,22,1191.114064
-87.958835,22,1191.145808
-86.331685,22,1191.181223
-87.857319,22,1191.216848
-88.505905,22,1191.241556
-89.487758,22,1191.272888
-89.419899,22,1191.304382
-88.205685,22,1191.340554
-88.45894,22,1193.85884
-86.257119,22,1193.888412
-86.777103,22,1193.909225
-91.952427,22,1193.921551
-88.385456,22,1193.953146
-89.145771,22,1193.970157
-91.217204,22,1194.005246
-86.503543,22,1194.01632
-91.080805,22,1194.054753
-86.468274,22,1194.079865
-89.504693,22,1194.113155
-90.715484,22,1194.145201
-90.44509,22,1194.175062
-92.472715,22,1194.207083
-86.475585,22,1194.245124
-86.088036,22,1194.276566
-86.858125,22,1194.302085
-87.287174,22,1194.340109
-87.237057,22,1194.365777
-86.084925,22,1194.412627
-87.167789,22,1194.445956
-91.643209,22,1194.480107
-86.607307,22,1194.507827
-89.866822,22,1194.539541
-87.726567,22,1194.555212
-86.685866,22,1194.603177
-90.48898,22,1194.635068
-92.08523,22,1194.667056
-86.16851,22,1194.698872
-89.784476,22,1194.714971
-89.703003,22,1194.74605
-87.900574,22,1194.777382
-91.50959,22,1194.809216
-91.438814,22,1194.846277
-86.43394,22,1194.872391
-86.248226,22,1194.903578
-92.020926,22,1194.942024
-88.685468,22,1194.967221
-87.77237,22,1194.998897
-92.047994,22,1195.014765
-88.941723,22,1195.046644
-91.872992,22,1195.077965
-86.327646,22,1195.109682
-86.358691,22,1195.151057
-86.227959,22,1195.173708
-91.466566,22,1195.203692
-86.476491,22,1195.236247
-86.378198,22,1195.251328
-86.255251,22,1195.283371
-86.233966,22,1195.317875
-90.976368,22,1195.347144
-88.791684,22,1195.379324
-86.928262,22,1195.424434
-89.039922,22,1195.458278
-86.150882,22,1195.495312
-89.086193,22,1195.524261
-86.347413,22,1195.552478
-85.911465,22,1195.584207
-89.020723,22,1195.618065
-88.721812,22,1195.648413
-87.455315,22,1195.679377
-86.399557,22,1195.719091
-86.29452,22,1195.748362
-87.276566,22,1195.773877
-87.65572,22,1195.815796
-88.2433,22,1195.852555
-88.735711,22,1195.885298
-86.74985,22,1195.93209
-88.625393,22,1195.963447
-86.509285,22,1195.995584
-86.392682,22,1196.027127
-87.401963,22,1196.048662
-91.595631,22,1196.074529
-90.552591,22,1196.106207
-86.402836,22,1196.138697
-86.371072,22,1196.169731
-86.468243,22,1196.205955
-87.918581,22,1196.232874
-86.428092,22,1196.264546
-88.858765,22,1196.296046
-86.380906,22,1196.329841
-88.340386,22,1196.359227
-86.264591,22,1196.391013
-86.739996,22,1196.42545
-86.543756,22,1196.454081
-86.607565,22,1196.496309
-88.916192,22,1196.517719
-90.449493,22,1196.549083
-91.708883,22,1196.58233
-92.090755,22,1196.612216
-91.042111,22,1196.649374
-88.902571,22,1196.675848
-86.588298,22,1196.712018
-87.56722,22,1196.74953
-89.636316,22,1198.936255
-86.795591,22,1198.954038
-86.465686,22,1198.969839
-86.362637,22,1199.001578
-86.265562,22,1199.017277
-87.997183,22,1199.032963
-89.83818,22,1199.080796
-88.766097,22,1199.112534
-89.214973,22,1199.128289
-87.297873,22,1199.143957
-90.053059,22,1199.176207
-92.214309,22,1199.191355
-87.007289,22,1199.223166
-86.631699,22,1199.255254
-90.88119,22,1199.286732
-86.27063,22,1199.318354
-92.172127,22,1199.352792
-86.233405,22,1199.381542
-90.084327,22,1199.413333
-87.083828,22,1199.445992
-87.143806,22,1199.47739
-88.779207,22,1199.518542
-86.308469,22,1199.550555
-91.435868,22,1199.574563
-86.514344,22,1199.602209
-86.828413,22,1199.633328
-92.089987,22,1199.665067
-86.506925,22,1199.696934
-88.669345,22,1199.729003
-85.853045,22,1199.760785
-86.767339,22,1199.792291
-91.899548,22,1199.823933
-90.118163,22,1199.855464
-86.766291,22,1199.8871
-87.359742,22,1199.918664
-89.791339,22,1199.934678
-86.075376,22,1199.966024
-87.585318,22,1200.013631
-87.325567,22,1200.045347
-87.847835,22,1200.061364
-89.476103,22,1200.092759
-86.523465,22,1200.130302
-87.210509,22,1200.156448
-87.034608,22,1200.201736
-89.112638,22,1200.219394
-89.879978,22,1200.253839
-91.133142,22,1200.282731
-89.006259,22,1200.314532
-86.987434,22,1200.353945
-91.534771,22,1200.380175
-87.532634,22,1200.40967
-86.427941,22,1200.441926
-86.494,22,1200.473512
-86.131535,22,1200.503876
-86.881804,22,1200.539884
-86.468006,22,1200.567194
-90.461181,22,1200.602492
-87.693011,22,1200.630357
-89.045518,22,1200.663706
-86.550027,22,1200.694231
-89.110918,22,1200.740557
-86.869235,22,1200.77237
-86.306466,22,1200.804369
-86.691605,22,1200.836438
-90.210392,22,1200.868035
-89.538424,22,1200.905195
-92.411859,22,1200.93449
-90.513392,22,1200.962551
-88.633035,22,1201.000884
-87.198109,22,1201.02561
-86.641227,22,1201.057738
-87.578544,22,1201.089035
-91.983171,22,1201.121052
-91.959883,22,1201.15525
-90.412798,22,1201.184351
-86.563347,22,1201.216199
-87.414272,22,1201.232147
-86.882056,22,1201.263702
